Username,TweetTot,RT,Tweet,Percentuale,Follower,Totale,Differenza,neutral,positive,negative,Code
Morgaine1967,1,1,0,0.0368,146,2720,2719,1,0,0,ITA
MPrinzis,1,0,1,0.0368,27,2720,2719,1,0,0,ITA
MrEfis79,1,1,0,0.0368,2966,2720,2719,1,0,0,ITA
MrRossini,1,1,0,0.0368,79,2720,2719,1,0,0,USA
MsKateCakes206,1,1,0,0.0368,16,2720,2719,1,0,0,USA
museumstrategy,1,0,1,0.0368,772,2720,2719,1,0,0,ITA
mwa1791,1,1,0,0.0368,374,2720,2719,1,0,0,ITA
Naizarg,1,1,0,0.0368,111,2720,2719,1,0,0,USA
napolaris_,1,1,0,0.0368,1001,2720,2719,0,1,0,ITA
napolitano1961,1,1,0,0.0368,10,2720,2719,1,0,0,ITA
naspetti,1,1,0,0.0368,249,2720,2719,1,0,0,ITA
NativiItaliani,1,0,1,0.0368,309,2720,2719,1,0,0,USA
nevercameback,1,1,0,0.0368,1742,2720,2719,1,0,0,ITA
News24_it,11,11,0,0.4044,3842,2720,2709,11,0,0,ITA
newsrimini,1,0,1,0.0368,3451,2720,2719,1,0,0,ITA
NewsRSN,1,0,1,0.0368,208,2720,2719,1,0,0,USA
ngRawr446,1,1,0,0.0368,34,2720,2719,1,0,0,ITA
nico261991,79,79,0,29.044,82,2720,2641,79,0,0,ITA
nicola_picardi,1,1,0,0.0368,207,2720,2719,1,0,0,ITA
Nimapel75,1,1,0,0.0368,88,2720,2719,1,0,0,ITA
Ninaforthedogs,1,1,0,0.0368,379,2720,2719,1,0,0,ITA
Nlorisis,1,0,1,0.0368,86,2720,2719,1,0,0,ITA
nocciolone,1,1,0,0.0368,295,2720,2719,0,0,1,ITA
NoicheAmiamoFO,9,0,9,0.3309,137,2720,2711,6,3,0,ITA
norma_bruni,1,0,1,0.0368,0,2720,2719,1,0,0,ITA
noscros,75,40,35,27.574,92,2720,2645,73,2,0,ITA
NOVLTeNOGRATTIN,13,0,13,0.4779,106,2720,2707,13,0,0,ITA
nuhares,1,1,0,0.0368,210,2720,2719,1,0,0,USA
NunezLafuen,1,1,0,0.0368,236,2720,2719,1,0,0,ITA
occhioacosadici,1,0,1,0.0368,4,2720,2719,1,0,0,ITA
ofcs_report,4,0,4,0.1471,287,2720,2716,4,0,0,ITA
OllaPiero,1,1,0,0.0368,1543,2720,2719,1,0,0,ITA
OnorioFerraro,1,0,1,0.0368,403,2720,2719,0,1,0,ITA
OnTheRoad83,1,0,1,0.0368,95,2720,2719,1,0,0,USA
OrbisTertius3,1,1,0,0.0368,166091,2720,2719,1,0,0,ITA
orestenovazzi,1,1,0,0.0368,281,2720,2719,1,0,0,ITA
orvietonews,2,0,2,0.0735,1707,2720,2718,2,0,0,ITA
OrvietoTv,2,0,2,0.0735,57,2720,2718,2,0,0,ITA
ossolanews,1,0,1,0.0368,1110,2720,2719,1,0,0,ITA
OttavioPirelli,2,2,0,0.0735,649,2720,2718,2,0,0,USA
OttLegalRebels,1,1,0,0.0368,31051,2720,2719,1,0,0,ITA
padfrance,1,1,0,0.0368,287,2720,2719,0,1,0,ITA
Pagliarafabio,1,0,1,0.0368,1976,2720,2719,1,0,0,USA
pak_62,20,20,0,0.7353,88,2720,2700,20,0,0,ITA
PallanchR,1,1,0,0.0368,302,2720,2719,1,0,0,ITA
Palmyro70,2,1,1,0.0735,148,2720,2718,1,1,0,ITA
PaolaCanonico1,1,1,0,0.0368,1133,2720,2719,1,0,0,ITA
paolafern75,1,1,0,0.0368,1096,2720,2719,1,0,0,ITA
paolinopapaerin,3,0,3,0.1103,318,2720,2717,3,0,0,ITA
Paolo44716751,1,1,0,0.0368,12,2720,2719,1,0,0,ITA
paolodon26,34,32,2,12.500,87,2720,2686,34,0,0,ITA
paoloigna1,1,1,0,0.0368,55737,2720,2719,1,0,0,ITA
paolopuglisi50,2,1,1,0.0735,19,2720,2718,2,0,0,ITA
paridemotta72,2,1,1,0.0735,22,2720,2718,2,0,0,ITA
parlattando,1,1,0,0.0368,210,2720,2719,1,0,0,ITA
PARTIDAQUI,1,1,0,0.0368,126,2720,2719,0,1,0,ITA
partnerdigitale,1,0,1,0.0368,669,2720,2719,1,0,0,ITA
patawill359,5,0,5,0.1838,13,2720,2715,5,0,0,ITA
patrikkka,1,1,0,0.0368,189,2720,2719,1,0,0,ITA
Patrizia1965Di,1,1,0,0.0368,457,2720,2719,1,0,0,ITA
PatriziaRametta,1,1,0,0.0368,20845,2720,2719,0,1,0,ITA
PClemente68,1,1,0,0.0368,146,2720,2719,1,0,0,ESP
pedro_becares_,1,1,0,0.0368,454,2720,2719,1,0,0,ITA
pendolare67,1,1,0,0.0368,50,2720,2719,1,0,0,USA
PendolariRMNord,3,3,0,0.1103,2949,2720,2717,3,0,0,ITA
PeppeGiuliano,16,15,1,0.5882,100,2720,2704,16,0,0,ITA
peppexpo,1,1,0,0.0368,3173,2720,2719,1,0,0,ITA
percivalgull,1,1,0,0.0368,3337,2720,2719,0,1,0,ITA
Peschiera_r,1,1,0,0.0368,212,2720,2719,1,0,0,ITA
phlcgn,2,0,2,0.0735,149,2720,2718,1,0,1,ITA
PicchixFirenze,1,1,0,0.0368,325,2720,2719,0,1,0,ITA
PicenoTime,1,0,1,0.0368,1952,2720,2719,1,0,0,ITA
PierFra100,2,2,0,0.0735,19,2720,2718,2,0,0,ITA
pierluigi56,1,1,0,0.0368,83,2720,2719,1,0,0,ITA
PierMaran,1,1,0,0.0368,8193,2720,2719,1,0,0,ITA
piero062,10,9,1,0.3676,111,2720,2710,10,0,0,ITA
piero7912,1,1,0,0.0368,104,2720,2719,1,0,0,FRA
pierrebxl,1,1,0,0.0368,429,2720,2719,1,0,0,ITA
Pippo_1,1,0,1,0.0368,314,2720,2719,0,1,0,USA
pippodedo62,2,2,0,0.0735,4,2720,2718,2,0,0,ITA
pistarino,1,1,0,0.0368,40,2720,2719,1,0,0,ITA
PlasticaVerde,1,1,0,0.0368,605,2720,2719,1,0,0,USA
PoliceNewsTas,1,1,0,0.0368,4192,2720,2719,1,0,0,ITA
poliziadistato,1,0,1,0.0368,28070,2720,2719,1,0,0,ITA
polycartspa,2,2,0,0.0735,405,2720,2718,2,0,0,USA
pombo1976,1,1,0,0.0368,152,2720,2719,1,0,0,ITA
ponti66,1,1,0,0.0368,185,2720,2719,1,0,0,ITA
portentoorlando,1,0,1,0.0368,11958,2720,2719,1,0,0,USA
pos_kay,1,1,0,0.0368,97,2720,2719,1,0,0,ITA
PPirastu,2,2,0,0.0735,494,2720,2718,2,0,0,ITA
prof1976,1,1,0,0.0368,524,2720,2719,1,0,0,ITA
proudman811,1,1,0,0.0368,99,2720,2719,0,1,0,ITA
PSparlando,1,1,0,0.0368,18,2720,2719,1,0,0,ITA
quoquetu,1,1,0,0.0368,455,2720,2719,1,0,0,ITA
r_aniello,2,2,0,0.0735,198,2720,2718,2,0,0,ITA
Radio1Rai,2,0,2,0.0735,32008,2720,2718,2,0,0,ITA
radioadina,1,1,0,0.0368,47,2720,2719,1,0,0,ITA
RadioStudio_93,5,0,5,0.1838,493,2720,2715,5,0,0,ITA
raffaele0077,2,0,2,0.0735,0,2720,2718,2,0,0,ITA
Raffipaffy,1,1,0,0.0368,189,2720,2719,0,0,1,ITA
rafgri70,1,1,0,0.0368,208,2720,2719,1,0,0,ITA
RaiNews,1,1,0,0.0368,853036,2720,2719,1,0,0,ITA
Ran78,2,2,0,0.0735,1290,2720,2718,2,0,0,ITA
RassegnaVela,1,0,1,0.0368,215,2720,2719,1,0,0,ITA
RavennaDintorni,1,0,1,0.0368,3857,2720,2719,1,0,0,ITA
RavennaWebTV,5,0,5,0.1838,2248,2720,2715,5,0,0,ITA
rbisirri,1,1,0,0.0368,48,2720,2719,1,0,0,ITA
rbrencio,1,1,0,0.0368,29,2720,2719,1,0,0,ITA
rCangiante,1,1,0,0.0368,14,2720,2719,1,0,0,ITA
Rebelli0n2k,1,1,0,0.0368,590,2720,2719,0,1,0,ITA
redspecial911,5,4,1,0.1838,195,2720,2715,5,0,0,ITA
RemyHerren,1,1,0,0.0368,523,2720,2719,1,0,0,ITA
renzoferrari61,1,1,0,0.0368,613,2720,2719,0,1,0,ITA
rep_bari,1,0,1,0.0368,41617,2720,2719,1,0,0,ITA
ReteComuniSIN,1,1,0,0.0368,908,2720,2719,1,0,0,ITA
retesoletv,2,0,2,0.0735,493,2720,2718,2,0,0,ITA
retewebitalia,1,1,0,0.0368,31,2720,2719,1,0,0,ITA
ReTwitStorm_ita,1,1,0,0.0368,1034,2720,2719,1,0,0,ITA
revivalsbae,1,1,0,0.0368,3299,2720,2719,0,0,1,ITA
riccardiandrea1,1,1,0,0.0368,32,2720,2719,1,0,0,ITA
riccardofiorito,2,1,1,0.0735,445,2720,2718,2,0,0,USA
rickyreys,1,1,0,0.0368,405,2720,2719,1,0,0,ITA
ripofnail,3,3,0,0.1103,76,2720,2717,3,0,0,ITA
robegalli,1,1,0,0.0368,511,2720,2719,0,1,0,ITA
roberiez,1,1,0,0.0368,458,2720,2719,1,0,0,USA
robertoabate77,1,1,0,0.0368,4,2720,2719,1,0,0,ITA
robertoanino,1,1,0,0.0368,1147,2720,2719,1,0,0,ITA
robertocosta_ge,1,1,0,0.0368,1985,2720,2719,1,0,0,ITA
RobertoDiRenzo1,1,1,0,0.0368,75,2720,2719,1,0,0,ITA
RobertoMinerdo,1,0,1,0.0368,1454,2720,2719,1,0,0,ITA
robin_mura,1,1,0,0.0368,140,2720,2719,1,0,0,ITA
RobRe62,27,20,7,0.9926,14266,2720,2693,27,0,0,ESP
rodrgtr,1,1,0,0.0368,2337,2720,2719,1,0,0,ITA
rofuba,1,0,1,0.0368,62,2720,2719,1,0,0,ITA
Rolfi39,1,1,0,0.0368,65,2720,2719,1,0,0,ITA
Roma22Sa,1,0,1,0.0368,40,2720,2719,0,0,1,ITA
Roma3Radio,1,0,1,0.0368,621,2720,2719,1,0,0,ITA
romanofromitaly,1,1,0,0.0368,386,2720,2719,0,1,0,ITA
RosannaMarani,1,1,0,0.0368,5260,2720,2719,1,0,0,ITA
rosannaprocacci,1,1,0,0.0368,11,2720,2719,1,0,0,ITA
RosariaGismon,1,1,0,0.0368,1,2720,2719,1,0,0,ITA
RosiDelullo17,3,2,1,0.1103,92,2720,2717,3,0,0,USA
RossanaSanavio,1,0,1,0.0368,19,2720,2719,1,0,0,ITA
RossiniPoli,1,1,0,0.0368,25,2720,2719,1,0,0,ITA
RoxyMenty,1,1,0,0.0368,553,2720,2719,1,0,0,USA
RuggiTita,1,0,1,0.0368,236,2720,2719,1,0,0,ITA
ruiciccio,2,2,0,0.0735,614,2720,2718,0,1,1,ITA
russo_alfio,2,2,0,0.0735,68,2720,2718,2,0,0,ITA
Sabbetta,1,1,0,0.0368,1107,2720,2719,1,0,0,ITA
Sabrina00297634,1,1,0,0.0368,892,2720,2719,1,0,0,ITA
sabrinagrelli,1,1,0,0.0368,79,2720,2719,1,0,0,ITA
sacchetico,1,1,0,0.0368,1518,2720,2719,1,0,0,ITA
salidaparallela,1,1,0,0.0368,23,2720,2719,0,1,0,ITA
Salvato31515510,2,2,0,0.0735,31,2720,2718,2,0,0,ITA
SalvoMandara,1,0,1,0.0368,10970,2720,2719,1,0,0,ITA
salvomic,2,0,2,0.0735,1344,2720,2718,2,0,0,ITA
SamperiB,1,1,0,0.0368,1466,2720,2719,0,0,1,ITA
sandrarouge68,1,1,0,0.0368,28,2720,2719,1,0,0,USA
sandripavli,1,0,1,0.0368,1367,2720,2719,1,0,0,ITA
SandroAddario,1,0,1,0.0368,84,2720,2719,1,0,0,ITA
Sandrodream74,1,0,1,0.0368,10,2720,2719,1,0,0,ITA
SantellaMarco,1,1,0,0.0368,1919,2720,2719,1,0,0,ITA
SantinomySm,4,4,0,0.1471,746,2720,2716,4,0,0,ITA
SaralunaT,2,2,0,0.0735,558,2720,2718,2,0,0,ITA
SardegnaPRadio,1,1,0,0.0368,329,2720,2719,1,0,0,ITA
sarettarm82,1,1,0,0.0368,6,2720,2719,1,0,0,ITA
sarvexit,1,1,0,0.0368,1273,2720,2719,1,0,0,ITA
sbaffato,5,2,3,0.1838,437,2720,2715,5,0,0,ITA
scipio57,1,1,0,0.0368,234,2720,2719,1,0,0,ITA
Scorazzata,1,0,1,0.0368,7834,2720,2719,1,0,0,USA
ScoutsPompiers,2,2,0,0.0735,76,2720,2718,2,0,0,ITA
ScrivoLibero,1,0,1,0.0368,503,2720,2719,1,0,0,ITA
SegnalazioniSS,1,1,0,0.0368,352,2720,2719,0,1,0,ITA
selly_h96,1,1,0,0.0368,260,2720,2719,1,0,0,ITA
serenellavasco,1,1,0,0.0368,74,2720,2719,1,0,0,ITA
SergioBellano,5,5,0,0.1838,35,2720,2715,5,0,0,ITA
settesere,1,0,1,0.0368,833,2720,2719,1,0,0,ITA
sfbracciorosso,1,1,0,0.0368,27,2720,2719,1,0,0,ITA
sferriam,1,1,0,0.0368,568,2720,2719,1,0,0,USA
shasyafanzia,1,1,0,0.0368,20,2720,2719,1,0,0,ITA
shawnslaught,1,1,0,0.0368,6521,2720,2719,1,0,0,ITA
SheisGiu,1,1,0,0.0368,726,2720,2719,0,0,1,USA
SHIPaCARasap415,1,1,0,0.0368,34,2720,2719,1,0,0,ITA
signorile55,1,0,1,0.0368,0,2720,2719,1,0,0,ITA
sigworld,1,1,0,0.0368,296,2720,2719,1,0,0,ITA
SilvanaAlbanes1,2,2,0,0.0735,3611,2720,2718,2,0,0,ITA
silviafossiblog,1,1,0,0.0368,1233,2720,2719,1,0,0,ITA
silviaturin,1,1,0,0.0368,441,2720,2719,1,0,0,ITA
SilviaZennaro7,3,3,0,0.1103,138,2720,2717,3,0,0,ITA
silvio1288,14,14,0,0.5147,94,2720,2706,14,0,0,ESP
SIMARRO88,1,1,0,0.0368,110,2720,2719,1,0,0,ITA
simba6006,38,38,0,13.971,49,2720,2682,38,0,0,ITA
SinnovaIT,1,1,0,0.0368,1199,2720,2719,1,0,0,ITA
siracusanews,1,0,1,0.0368,3516,2720,2719,1,0,0,ITA
SiracusaTimes,2,0,2,0.0735,1062,2720,2718,2,0,0,ITA
Sirio081,1,1,0,0.0368,12,2720,2719,1,0,0,ITA
sisifoitalia,1,1,0,0.0368,223,2720,2719,1,0,0,ITA
sisifosrl,1,1,0,0.0368,3437,2720,2719,1,0,0,USA
sixstrings21,1,1,0,0.0368,1,2720,2719,1,0,0,DNK
SjylPoliti,1,1,0,0.0368,45038,2720,2719,1,0,0,ITA
sllitslien,1,0,1,0.0368,585,2720,2719,1,0,0,ITA
SMediaGreen,1,1,0,0.0368,368,2720,2719,1,0,0,ITA
snafribo,1,0,1,0.0368,44,2720,2719,1,0,0,ITA
Snoopy16466,1,1,0,0.0368,153,2720,2719,0,1,0,ITA
socialmiliac,3,1,2,0.1103,1221,2720,2717,3,0,0,ITA
soemiade,5,5,0,0.1838,191,2720,2715,5,0,0,USA
sohampandlt,1,1,0,0.0368,23,2720,2719,1,0,0,ITA
soleterramare,1,1,0,0.0368,676,2720,2719,0,1,0,ITA
soli1964,1,1,0,0.0368,1070,2720,2719,1,0,0,ITA
SolomonKisskiss,1,1,0,0.0368,15,2720,2719,1,0,0,ITA
sonnyscrivano,1,1,0,0.0368,3463,2720,2719,0,1,0,ITA
sonociambella,1,1,0,0.0368,1340,2720,2719,1,0,0,ITA
SpeBoccafogli,1,0,1,0.0368,132,2720,2719,1,0,0,ITA
SpinosoDavide,1,0,1,0.0368,617,2720,2719,1,0,0,USA
spouseshl,2,1,1,0.0735,1030,2720,2718,2,0,0,ESP
squalius,1,1,0,0.0368,5087,2720,2719,1,0,0,ITA
stagliacollo,1,1,0,0.0368,961,2720,2719,0,1,0,USA
StaletovicS,2,0,2,0.0735,2595,2720,2718,2,0,0,ITA
StampToscana,3,0,3,0.1103,3978,2720,2717,3,0,0,ITA
StationLavaredo,1,1,0,0.0368,230,2720,2719,0,0,1,ITA
Stefan0514,4,4,0,0.1471,202,2720,2716,4,0,0,ITA
StefaniaDiBiase,1,1,0,0.0368,65,2720,2719,1,0,0,ITA
StefaniaZucc,1,1,0,0.0368,888,2720,2719,0,1,0,ITA
stefanocarlo2,1,0,1,0.0368,288,2720,2719,1,0,0,ITA
StefanoLat,1,1,0,0.0368,11,2720,2719,1,0,0,ITA
StefanoLonghi2,1,1,0,0.0368,102,2720,2719,1,0,0,ITA
Stefbazzi,1,1,0,0.0368,465,2720,2719,0,1,0,ITA
stiglianopasqu1,1,1,0,0.0368,48,2720,2719,1,0,0,ITA
StoppaAntonio,29,24,5,10.662,132,2720,2691,29,0,0,USA
strategicpolicy,1,1,0,0.0368,1418,2720,2719,1,0,0,ITA
streghina62,1,1,0,0.0368,691,2720,2719,1,0,0,ITA
STUDIOLEGALEACP,1,0,1,0.0368,49,2720,2719,1,0,0,USA
Superdopafly,1,0,1,0.0368,103,2720,2719,1,0,0,USA
sushthesis,1,1,0,0.0368,1686,2720,2719,1,0,0,ITA
SusiBallabio78,1,1,0,0.0368,739,2720,2719,1,0,0,ITA
sutikamarina,1,0,1,0.0368,95,2720,2719,1,0,0,ITA
taccola10,1,1,0,0.0368,458,2720,2719,1,0,0,USA
tamaradandria,19,19,0,0.6985,14,2720,2701,19,0,0,ITA
taniadigennaro,39,38,1,14.338,40,2720,2681,39,0,0,ITA
telebrindisiweb,3,0,3,0.1103,1131,2720,2717,3,0,0,ITA
TeleRompo,1,0,1,0.0368,2320,2720,2719,1,0,0,ITA
tenshi355,2,0,2,0.0735,79,2720,2718,2,0,0,ITA
TeoMg96,1,1,0,0.0368,249,2720,2719,1,0,0,ITA
TernaSpA,3,0,3,0.1103,2663,2720,2717,3,0,0,USA
terrorfunding,2,2,0,0.0735,16,2720,2718,2,0,0,ITA
TerzoDiritto,3,3,0,0.1103,1506,2720,2717,3,0,0,ITA
Tg3web,1,0,1,0.0368,163654,2720,2719,1,0,0,ITA
TgrCalabria,2,1,1,0.0735,1583,2720,2718,2,0,0,ITA
TgrMolise,1,0,1,0.0368,1105,2720,2719,1,0,0,ITA
TgrPiemonte,1,0,1,0.0368,1779,2720,2719,1,0,0,ITA
TgrRai,17,17,0,0.625,25124,2720,2703,17,0,0,ITA
TgrRaiFVG,4,0,4,0.1471,1494,2720,2716,4,0,0,ITA
TgrRaiLazio,4,1,3,0.1471,2503,2720,2716,4,0,0,ITA
TgrRaiPuglia,1,0,1,0.0368,1363,2720,2719,1,0,0,ITA
TgrRaiToscana,1,0,1,0.0368,1646,2720,2719,1,0,0,ITA
TgrSardegna,4,1,3,0.1471,1997,2720,2716,4,0,0,ITA
tgrvda,1,0,1,0.0368,2362,2720,2719,1,0,0,ITA
TgVerona,1,0,1,0.0368,3371,2720,2719,1,0,0,USA
TheMusketeer8,1,0,1,0.0368,19,2720,2719,1,0,0,ITA
TheRenry,1,1,0,0.0368,541,2720,2719,0,1,0,ITA
TINAGULLI1,1,1,0,0.0368,1100,2720,2719,0,1,0,USA
tine_10e,1,1,0,0.0368,2168,2720,2719,1,0,0,USA
Titasista,1,0,1,0.0368,152,2720,2719,1,0,0,ITA
TMilitari,1,0,1,0.0368,1,2720,2719,1,0,0,USA
ToktakM0nnapat,1,1,0,0.0368,31,2720,2719,1,0,0,ITA
TommyMediagold,16,0,16,0.5882,52,2720,2704,16,0,0,ITA
Tomrunner2,3,3,0,0.1103,445,2720,2717,3,0,0,ITA
toninoiltipo,2,1,1,0.0735,11,2720,2718,1,1,0,ITA
tony_elias15,2,2,0,0.0735,12,2720,2718,2,0,0,ITA
Toscanaccia1,1,1,0,0.0368,388,2720,2719,1,0,0,ITA
trekking_tv,3,0,3,0.1103,70,2720,2717,3,0,0,ITA
TRIESTEALLNEWS,1,0,1,0.0368,2732,2720,2719,1,0,0,ITA
trincherov,6,0,6,0.2206,12,2720,2714,6,0,0,USA
Trinity8mm,1,1,0,0.0368,756,2720,2719,1,0,0,USA
tulipano_anna,2,2,0,0.0735,9,2720,2718,2,0,0,ITA
Turiddu69,1,1,0,0.0368,176,2720,2719,1,0,0,ITA
twi_sabino,1,1,0,0.0368,275,2720,2719,1,0,0,ITA
Twiperbole,1,1,0,0.0368,52058,2720,2719,1,0,0,ITA
twittodarte,1,1,0,0.0368,1396,2720,2719,1,0,0,ITA
twMirandolina,1,1,0,0.0368,2255,2720,2719,1,0,0,ITA
U_R_F_I,3,3,0,0.1103,745,2720,2717,3,0,0,ITA
UmbriaDomani,3,0,3,0.1103,1040,2720,2717,3,0,0,ITA
umbriajournal_,1,0,1,0.0368,2900,2720,2719,1,0,0,ITA
unblogpolitico,3,3,0,0.1103,477,2720,2717,2,1,0,ITA
UrbimanoOrbi,2,0,2,0.0735,68,2720,2718,2,0,0,USA
usatoscherma,1,1,0,0.0368,10,2720,2719,1,0,0,ITA
VabScordia,1,1,0,0.0368,658,2720,2719,0,1,0,ITA
Valelovesamanda,1,1,0,0.0368,726,2720,2719,1,0,0,ITA
ValoreSociale,1,1,0,0.0368,3666,2720,2719,1,0,0,USA
value4valuables,1,0,1,0.0368,45,2720,2719,1,0,0,ITA
valy_s,1,1,0,0.0368,18419,2720,2719,0,1,0,ITA
vam237,1,1,0,0.0368,93,2720,2719,1,0,0,ITA
VaniaCecconi,1,1,0,0.0368,350,2720,2719,1,0,0,ITA
Vasco35481906,1,1,0,0.0368,40,2720,2719,0,1,0,ITA
venjames,13,13,0,0.4779,59,2720,2707,13,0,0,ITA
VerbaniaNotizie,1,0,1,0.0368,2703,2720,2719,1,0,0,ESP
VicentePugliaAr,1,1,0,0.0368,2708,2720,2719,1,0,0,ITA
Vicenza_Today,1,0,1,0.0368,3125,2720,2719,1,0,0,USA
videOasls,1,1,0,0.0368,37,2720,2719,1,0,0,USA
vincenzogfg,4,3,1,0.1471,406,2720,2716,4,0,0,ITA
VinoegustoBlog,1,0,1,0.0368,853,2720,2719,1,0,0,ITA
VIOLAMARTELLA46,1,1,0,0.0368,323,2720,2719,0,0,1,ITA
Virtualmypos,1,1,0,0.0368,27,2720,2719,1,0,0,ITA
Vitasostenibile,1,1,0,0.0368,284,2720,2719,1,0,0,ITA
vitto_72,1,0,1,0.0368,8,2720,2719,1,0,0,ITA
vlasic85,1,1,0,0.0368,3,2720,2719,0,0,1,ITA
VMaielli,1,1,0,0.0368,1130,2720,2719,1,0,0,ITA
vmvmarco,1,1,0,0.0368,214,2720,2719,1,0,0,ITA
VozzaAnita,1,1,0,0.0368,50,2720,2719,1,0,0,ITA
Weblifemedia,1,1,0,0.0368,93,2720,2719,1,0,0,ITA
webnauta59,8,7,1,0.2941,3261,2720,2712,8,0,0,ITA
WhitewolfGori,1,1,0,0.0368,1613,2720,2719,0,1,0,ITA
woland1964,1,1,0,0.0368,899,2720,2719,1,0,0,ITA
wwf_taranto,1,1,0,0.0368,751,2720,2719,1,0,0,ITA
WWFitalia,1,0,1,0.0368,94300,2720,2719,1,0,0,ITA
xbici,1,0,1,0.0368,47,2720,2719,1,0,0,ITA
xblunotte,1,1,0,0.0368,607,2720,2719,1,0,0,ITA
Yennypm_81,1,1,0,0.0368,159,2720,2719,1,0,0,ITA
YouReporter,1,0,1,0.0368,63132,2720,2719,1,0,0,ITA
ZacchedduFranc1,1,1,0,0.0368,687,2720,2719,1,0,0,ITA
ZampieriChiara,1,1,0,0.0368,9502,2720,2719,0,1,0,ITA
zaynslaugh__,1,1,0,0.0368,936,2720,2719,1,0,0,ITA
zenobili,2,2,0,0.0735,57,2720,2718,2,0,0,ITA
ziotinotgr,1,1,0,0.0368,514,2720,2719,1,0,0,ITA
